##,name,portal,"NCBI Taxon","assembly length","#of genes","is public","is published","is superseded","superseded by","publication(s)","pubmed id(s)"
1,204,"Neurospora crassa OR74A v2.0",Neucr2,367110,41037538,10785,Y,Y,N,,"Galagan JE et al.,2003","12712197"
1,205,"Tricholoma matsutake 945 v3.0",Trima3,40145,175759688,22885,Y,N,N,,,
1,206,"Lepidopterella palustris v1.0",Leppa1,741139,45668136,13870,Y,Y,N,,"Peter M et al.,2016","27601008"
1,207,"Meliniomyces bicolor E v2.0",Melbi2,1095630,82384847,18619,Y,Y,N,,"Martino E et al.,2018","29315638"
1,208,"Polychaeton citri v1.0",Polci1,705562,27207581,10582,Y,N,N,,,
1,209,"Cenococcum geophilum 1.58 v2.0",Cenge3,794803,177557160,14748,Y,Y,N,,"Peter M et al.,2016","27601008"
1,210,"Sistotremastrum suecicum v1.0",Sissu1,467971,33857913,13657,Y,Y,N,,"Nagy LG et al.,2016","26659563"
1,211,"Aureobasidium pullulans var. pullulans EXF-150",Aurpu_var_pul1,5580,29621078,11866,Y,Y,N,,"Gostincar C et al.,2014","24984952"
1,212,"Pichia pastoris",Picpa1,644223,9216378,5040,Y,Y,N,,"De Schutter K et al.,2009","19465926"
1,213,"Debaryomyces hansenii",Debha1,284592,12152486,6272,Y,Y,N,,"Sacerdot C et al.,2008~Dujon B et al.,2004","18673395 15229592"
1,214,"Kluyveromyces lactis",Klula1,284590,10689156,5076,Y,Y,N,,"Dujon B et al.,2004","15229592"
1,215,"Pycnoporus coccineus BRFM 310 v1.0",Pycco1,158605,32757930,12690,Y,N,N,,,
1,216,"Neolentinus lepideus v1.0",Neole1,1314782,35640188,13164,Y,Y,N,,"Nagy LG et al.,2016","26659563"
1,217,"Laetiporus sulphureus var. sulphureus v1.0",Laesu1,5630,39916888,13774,Y,Y,N,,"Nagy LG et al.,2016","26659563"
1,218,"Polyporus arcularius v1.0",Polar1,1314778,43452342,17525,Y,Y,N,,"Varga T et al.,2019","30886374"
1,219,"Thermoascus aurantiacus v1.0",Theau1,5087,28490209,8798,Y,N,N,,,
1,220,"Cerrena unicolor v1.1",Cerun2,1142151,36004620,12966,Y,N,N,,,
1,221,"Meliniomyces variabilis F v1.0",Melva1,1149755,55857776,20389,Y,Y,N,,"Martino E et al.,2018","29315638"
1,222,"Fistulina hepatica v1.0",Fishe1,1128425,33847808,11244,Y,Y,N,,"Floudas D et al.,2015","25683379"
1,223,"Cryptococcus vishniacii v1.0",Cryvi1,89929,19691496,7232,Y,N,N,,,
1,224,"Daedalea quercina v1.0",Daequ1,1314783,32736329,12199,Y,Y,N,,"Nagy LG et al.,2016","26659563"
1,225,"Lentithecium fluviatile v1.0",Lenfl1,690899,54688705,16742,Y,N,N,,,
1,226,"Saccharomyces cerevisiae M3836 v1.0",SacceM3836_1,1162671,11532651,5984,Y,Y,N,,"Brown SD et al.,2013","23792743"
1,227,"Saccharomyces cerevisiae M3838 v1.0",SacceM3838_1,1162673,11571570,5991,Y,Y,N,,"Brown SD et al.,2013","23792743"
1,228,"Saccharomyces cerevisiae M3837 v1.0",SacceM3837_1,1162672,11530290,5969,Y,Y,N,,"Brown SD et al.,2013","23792743"
1,229,"Saccharomyces cerevisiae M3707 Dikaryon",SacceM3707_1,1149757,11509707,5974,Y,Y,N,,"Brown SD et al.,2013","23792743"
1,230,"Saccharomyces cerevisiae M3839 v1.0",SacceM3839_1,1162674,11550170,5989,Y,Y,N,,"Brown SD et al.,2013","23792743"
1,231,"Dioszegia cryoxerica v1.0",Diocr1,603311,39520995,15948,Y,N,N,,,
1,232,"Sclerotinia sclerotiorum v1.0",Sclsc1,665079,38330212,14503,Y,Y,N,,"Amselem J et al.,2011","21876677"
1,233,"Cucurbitaria berberidis CBS 394.84 v1.0",Cucbe1,45142,32905402,12439,Y,N,N,,,
1,234,"Yarrowia lipolytica (strain CLIB122)",Yarli1,284591,20502981,6447,Y,Y,N,,"Dujon B et al.,2004","15229592"
1,235,"Schizosaccharomyces pombe",Schpo1,4896,12611948,5134,Y,Y,N,,"Wood V et al.,2002~Wood V et al.,2012","11859360 22039153"
1,236,"Aspergillus clavatus NRRL 1 from AspGD",Aspcl1,344612,27859441,9121,Y,Y,N,,"Arnaud MB et al.,2012","22080559"
1,237,"Aspergillus flavus NRRL3357",Aspfl1,332952,36790245,12604,Y,Y,N,,"Arnaud MB et al.,2012","22080559"
1,238,"Umbelopsis ramanniana AG # v1.0",Umbra1,41833,23077072,9931,Y,N,N,,,
1,239,"Cyberlindnera jadinii NRRL Y-1542 v1.0",Cybja1,4903,13018415,6038,Y,Y,N,,"Riley R et al.,2016","27535936"
1,240,"Ascobolus immersus RN42 v1.0",Ascim1,5191,59529874,17877,Y,Y,N,,"Murat C et al.,2018","30420746"
1,241,"Symbiotaphrina kochii v1.0",Symko1,983144,24834845,10482,Y,N,N,,,
1,242,"Aplosporella prunicola CBS 121.167 v1.0",Aplpr1,462254,32818685,12579,Y,N,N,,,
1,243,"Ilyonectria sp. v1.0",Ilysp1,1079114,63663791,22250,Y,Y,N,,"Liao HL et al.,2019","30699306"
1,244,"Myriangium duriaei CBS 260.36 v1.0",Myrdu1,147570,25685045,10685,Y,N,N,,,
1,245,"Glomerella acutata (Colletotrichum fiorinae MH 18) v1.0",Gloac1,710243,50035977,15777,Y,N,N,,,
1,246,"Monascus ruber NRRL 1597 v1.0",Monru1,1155947,24798814,9650,Y,N,N,,,
1,247,"Neosartorya fischeri NRRL 181",Neofi1,331117,32551711,10406,Y,Y,N,,"Arnaud MB et al.,2012~Lonial S et al.,1997","22080559 9156256"
1,248,"Aspergillus terreus NIH 2624",Aspte1,341663,29331195,10406,Y,Y,N,,"Arnaud MB et al.,2012","22080559"
1,249,"Aspergillus oryzae RIB40",Aspor1,510516,37882812,12030,Y,Y,N,,"Arnaud MB et al.,2012~Machida M et al.,2005","22080559 16372010"
1,250,"Aspergillus fumigatus Af293 from AspGD",Aspfu1,330879,29388377,9781,Y,Y,N,,"Nierman WC et al.,2005","16372009"
1,251,"Melanconium sp. NRRL 54901 v1.0",Melsp1,1155946,58516921,16656,Y,N,N,,,
1,252,"Glomerella cingulata 23 (Colletotrichum gloeosporoides 23) v1.0",Gloci1,474922,58838139,18975,Y,N,N,,,
1,253,"Aspergillus zonatus v1.0",Aspzo1,1073090,28924210,9886,Y,Y,N,,"de Vries RP et al.,2017","28196534"
1,254,"Aspergillus glaucus v1.0",Aspgl1,1160497,27993362,11277,Y,Y,N,,"de Vries RP et al.,2017","28196534"
1,255,"Hebeloma cylindrosporum h7 v2.0",Hebcy2,686832,38226047,15382,Y,Y,N,,"Kohler A et al.,2015~Dore J et al.,2015~Dore J et al.,2017","25706625 26171947 28076886"
1,256,"Didymella exigua CBS 183.55 v1.0",Didex1,1150837,34389227,12394,Y,N,N,,,
1,257,"Aspergillus tubingensis v1.0",Asptu1,767770,35146149,12322,Y,Y,N,,"de Vries RP et al.,2017","28196534"
1,258,"Aspergillus wentii v1.0",Aspwe1,1073089,31350635,12442,Y,Y,N,,"de Vries RP et al.,2017","28196534"
1,259,"Amanita muscaria Koide v1.0",Amamu1,946122,40699759,18153,Y,Y,N,,"Kohler A et al.,2015","25706625"
1,260,"Zasmidium cellare ATCC 36951 v1.0",Zasce1,1080233,38247703,16015,Y,N,N,,,
1,261,"Cladosporium fulvum v1.0",Clafu1,5499,61113266,14127,Y,Y,N,,"de Wit PJ et al.,2012~Ohm RA et al.,2012","23209441 23236275"
1,262,"Apiospora montagnei NRRL 25634 v1.0",Apimo1,335852,47671174,16992,Y,N,N,,,
1,263,"Fomitopsis pinicola FP-58527 SS1 v3.0",Fompi3,40483,41614358,13885,Y,Y,N,,"Floudas D et al.,2012","22745431"
1,264,"Hypoxylon sp. CI-4A v1.0",HypCI4A_1,1001833,37704138,11712,Y,Y,N,,"Wu W et al.,2017","28078400"
1,265,"Hypoxylon sp. CO27-5 v1.0",HypCO275_1,1001938,46585682,12256,Y,Y,N,,"Wu W et al.,2017","28078400"
1,266,"Daldinia eschscholtzii EC12 v1.0",DalEC12_1,1001832,37551009,11173,Y,Y,N,,"Wu W et al.,2017","28078400"
1,267,"Amanita thiersii Skay4041 v1.0",Amath1,703135,33689220,10354,Y,Y,N,,"Hess J et al.,2014~Chaib De Mares M et al.,2015","24923322 25407899"
1,268,"Sebacina vermifera MAFF 305830 v1.0",Sebve1,933852,38094242,15312,Y,Y,N,,"Kohler A et al.,2015","25706625"
1,269,"Piriformospora indica DSM 11827 from MPI",Pirin1,1109443,24979981,11767,Y,Y,N,,"Zuccaro A et al.,2011","22022265"
1,270,"Scleroderma citrinum Foug A v1.0",Sclci1,1036808,56144862,21012,Y,Y,N,,"Kohler A et al.,2015","25706625"
1,271,"Tulasnella calospora AL13/4D v1.0",Tulca1,1051891,62392858,19659,Y,Y,N,,"Kohler A et al.,2015","25706625"
1,272,"Cronartium quercuum f. sp. fusiforme G11 v1.0",Croqu1,708437,76567842,13903,Y,Y,N,,"Pendleton AL et al.,2014","25018762"
1,273,"Aspergillus sydowii CBS 593.65 v1.0",Aspsy1,1036612,34381026,13620,Y,Y,N,,"de Vries RP et al.,2017","28196534"
1,274,"Aspergillus versicolor v1.0",Aspve1,1036611,33126810,13228,Y,Y,N,,"de Vries RP et al.,2017","28196534"
1,275,"Cochliobolus lunatus m118 v2.0",Coclu2,977863,31171894,12131,Y,Y,N,,"Ohm RA et al.,2012","23236275"
1,276,"Aspergillus brasiliensis v1.0",Aspbr1,767769,35808783,13000,Y,Y,N,,"de Vries RP et al.,2017","28196534"
1,277,"Aspergillus luchuensis CBS 106.47 v1.0",Aspfo1,1137211,37468345,13530,Y,Y,N,,"de Vries RP et al.,2017","28196534"
1,278,"Pisolithus microcarpus 441 v1.0",Pismi1,178872,53027657,21064,Y,Y,N,,"Kohler A et al.,2015","25706625"
1,279,"Pisolithus tinctorius Marx 270 v1.0",Pisti1,37468,71007534,22701,Y,Y,N,,"Kohler A et al.,2015","25706625"
1,280,"Aureobasidium pullulans var. subglaciale EXF-2481",Aurpu_var_sub1,1043005,25796716,10809,Y,Y,N,,"Gostincar C et al.,2014","24984952"
1,281,"Cochliobolus miyabeanus ATCC 44560 v1.0",Cocmi1,930090,31362097,12007,Y,Y,N,,"Condon BJ et al.,2013","23357949"
1,282,"Cochliobolus victoriae FI3 v1.0",Cocvi1,930091,32829575,12894,Y,Y,N,,"Condon BJ et al.,2013","23357949"
1,283,"Cochliobolus carbonum 26-R-13 v1.0",Cocca1,930089,31267936,12857,Y,Y,N,,"Condon BJ et al.,2013","23357949"
1,284,"Dekkera bruxellensis CBS 2499 v2.0",Dekbr2,747657,13385232,5636,Y,Y,N,,"Piskur J et al.,2012","22663979"
1,285,"Hanseniaspora valbyensis NRRL Y-1626 v1.1",Hanva1_1,53685,11464179,4800,Y,Y,N,,"Riley R et al.,2016","27535936"
1,286,"Hydnomerulius pinastri v2.0",Hydpi2,994086,38278792,13270,Y,Y,N,,"Kohler A et al.,2015","25706625"
1,287,"Sphaerobolus stellatus v1.0",Sphst1,68786,176372157,35274,Y,Y,N,,"Kohler A et al.,2015","25706625"
1,288,"Piloderma croceum F 1598 v1.0",Pilcr1,80663,59326866,21583,Y,Y,N,,"Kohler A et al.,2015","25706625"
1,289,"Metschnikowia bicuspidata NRRL YB-4993 v1.0",Metbi1,27322,16055203,5851,Y,Y,N,,"Riley R et al.,2016","27535936"
1,290,"Hyphopichia burtonii NRRL Y-1933 v1.0",Hypbu1,717740,12403110,6002,Y,Y,N,,"Riley R et al.,2016","27535936"
1,291,"Candida tanzawaensis NRRL Y-17324  v1.0",Canta1,984487,13136204,5895,Y,Y,N,,"Riley R et al.,2016","27535936"
1,292,"Mixia osmundae IAM 14324 v1.0",Mixos1,34349,13634488,6903,Y,Y,N,,"Toome M et al.,2014","24372469"
1,293,"Babjeviella inositovora NRRL Y-12698 v1.0",Babin1,45609,15221050,6403,Y,Y,N,,"Riley R et al.,2016","27535936"
1,294,"Conidiobolus coronatus NRRL28638 v1.0",Conco1,796925,39903661,10635,Y,Y,N,,"Chang Y et al.,2015","25977457"
1,295,"Trichoderma harzianum CBS 226.95 v1.0",Triha1,983964,40980678,14095,Y,Y,N,,"Druzhinina IS et al.,2018","29630596"
1,296,"Trichoderma asperellum CBS 433.97 v1.0",Trias1,1042311,37464610,12586,Y,Y,N,,"Druzhinina IS et al.,2018","29630596"
1,297,"Penicillium chrysogenum v1.0",Pench1,1353254,31340922,11396,Y,Y,N,,"de Vries RP et al.,2017","28196534"
1,298,"Cryptococcus neoformans var neoformans JEC21",Cryne_JEC21_1,214684,19051922,6475,Y,Y,N,,"Loftus BJ et al.,2005","15653466"
1,299,"Amorphotheca resinae v1.0",Amore1,5101,28632928,9642,Y,Y,N,,"Martino E et al.,2018","29315638"
1,300,"Galerina marginata v1.0",Galma1,685588,59418196,21461,Y,Y,N,,"Riley R et al.,2014","24958869"
1,301,"Gonapodya prolifera v1.0",Ganpr1,1123529,48794828,13902,Y,Y,N,,"Chang Y et al.,2015","25977457"
1,302,"Candida arabinofermentans NRRL YB-2248 v1.0",Canar1,130810,13234078,5861,Y,Y,N,,"Riley R et al.,2016","27535936"
1,303,"Postia placenta MAD-698-R-SB12 v1.0",PosplRSB12_1,670580,42453726,12541,Y,Y,N,,"Gaskell J et al.,2017","28831381"
1,304,"Ascoidea rubescens NRRL Y17699 v1.0",Ascru1,54195,17503998,6802,Y,Y,N,,"Riley R et al.,2016","27535936"
1,305,"Piromyces sp. E2 v1.0",PirE2_1,73868,71019055,14648,Y,Y,N,,"Haitjema CH et al.,2017","28555641"
1,306,"Pichia membranifaciens v2.0",Picme2,4926,11584685,5546,Y,Y,N,,"Riley R et al.,2016","27535936"
1,307,"Cercospora zeae-maydis v1.0",Cerzm1,717836,46606380,12020,Y,N,N,,,
1,308,"Plicaturopsis crispa v1.0",Plicr1,944288,34498416,13626,Y,Y,N,,"Kohler A et al.,2015","25706625"
1,309,"Serpula himantioides (S.lacrymans var shastensis) MUCL38935 v1.0",Serla_varsha1,690234,45978785,13805,Y,Y,N,,"Balasundaram SV et al.,2018","29305577"
1,310,"Cochliobolus heterostrophus C5 v2.0",CocheC5_3,701091,36456735,13336,Y,Y,N,,"Ohm RA et al.,2012~Condon BJ et al.,2013","23236275 23357949"
1,311,"Saitoella complicata NRRL Y-17804 v1.0",Saico1,5606,14136186,7034,Y,Y,N,,"Riley R et al.,2016","27535936"
1,312,"Cochliobolus heterostrophus C4 v1.0",CocheC4_1,5016,32929167,12720,Y,Y,N,,"Ohm RA et al.,2012~Condon BJ et al.,2013","23236275 23357949"
1,313,"Nadsonia fulvescens var. elongata DSM 6958 v1.0",Nadfu1,45786,13746944,5657,Y,Y,N,,"Riley R et al.,2016","27535936"
1,314,"Coemansia reversa NRRL 1564 v1.0",Coere1,763665,21838014,7347,Y,Y,N,,"Chang Y et al.,2015","25977457"
1,315,"Serpula lacrymans S7.9 v2.0",SerlaS7_9_2,578457,42734799,12789,Y,Y,N,,"Eastwood DC et al.,2011","21764756"
1,316,"Hypholoma sublateritium v1.0",Hypsu1,945553,48031814,17911,Y,Y,N,,"Kohler A et al.,2015","25706625"
1,317,"Gymnopus luxurians v1.0",Gymlu1,944289,66281680,22057,Y,Y,N,,"Kohler A et al.,2015","25706625"
1,318,"Jaapia argillacea v1.0",Jaaar1,933084,45045919,16419,Y,Y,N,,"Riley R et al.,2014","24958869"
1,319,"Botryobasidium botryosum v1.0",Botbo1,930990,46674321,16526,Y,Y,N,,"Riley R et al.,2014","24958869"
1,320,"Paxillus involutus ATCC 200175 v1.0",Paxin1,71150,58301126,17968,Y,Y,N,,"Kohler A et al.,2015","25706625"
1,321,"Oidiodendron maius Zn v1.0",Oidma1,913774,46426256,16703,Y,Y,N,,"Kohler A et al.,2015~Martino E et al.,2018","25706625 29315638"
1,322,"Cochliobolus sativus ND90Pr v1.0",Cocsa1,665912,34417436,12250,Y,Y,N,,"Ohm RA et al.,2012~Condon BJ et al.,2013","23236275 23357949"
1,323,"Tortispora caseinolytica Y-17796 v1.0",Canca1,767744,9180161,4657,Y,Y,N,,"Riley R et al.,2016","27535936"
1,324,"Lipomyces starkeyi NRRL Y-11557 v1.0",Lipst1_1,29829,21267709,8192,Y,Y,N,,"Riley R et al.,2016","27535936"
1,325,"Baudoinia compniacensis UAMH 10762 (4089826) v1.0",Bauco1,717646,21876451,10513,Y,Y,N,,"Ohm RA et al.,2012","23236275"
1,326,"Trichoderma reesei RUT C-30 v1.0",TrireRUTC30_1,51453,32689233,9852,Y,Y,N,,"Jourdier E et al.,2017","28616075"
1,327,"Phlebiopsis gigantea v1.0",Phlgi1,745531,30143925,11891,Y,Y,N,,"Hori C et al.,2014","25474575"
1,328,"Bjerkandera adusta v1.0",Bjead1_1,748444,42730300,15473,Y,Y,N,,"Binder M et al.,2013","23935031"
1,329,"Acremonium alcalophilum v2.0",Acral2,591952,54417234,9521,Y,N,N,,,
1,330,"Acidomyces richmondensis BFW",Aciri1_iso,245562,29883570,11202,Y,Y,N,,"Mosier AC et al.,2016","26973616"
1,331,"Acidomyces richmondensis BFW",Aciri1_meta,245562,26819972,10352,Y,Y,N,,"Mosier AC et al.,2016","26973616"
1,332,"Candida tenuis NRRL Y-1498 v1.0",Cante1,590646,10747050,5533,Y,Y,N,,"Wohlbach DJ et al.,2011","21788494"
1,333,"Spathaspora passalidarum NRRL Y-27907 v2.0",Spapa3,619300,13182099,5983,Y,Y,N,,"Wohlbach DJ et al.,2011","21788494"
1,334,"Fusarium graminearum v1.0",Fusgr1,5518,36446046,13322,Y,Y,N,,"Cuomo CA et al.,2007","17823352"
1,335,"Stagonospora nodorum SN15 v2.0",Stano2,321614,37213987,12380,Y,Y,N,,"Hane JK et al.,2007","18024570"
1,336,"Verticillium dahliae VdLs.17",Verda1,27337,33828453,10535,Y,Y,N,,"Klosterman SJ et al.,2011","21829347"
1,337,"Phanerochaete carnosa HHB-10118-Sp v1.0",Phaca1,231932,46293355,13937,Y,Y,N,,"Suzuki H et al.,2012","22937793"
1,338,"Pachysolen tannophilus NRRL Y-2460 v1.2",Pacta1_2,4918,12597116,5675,Y,Y,N,,"Riley R et al.,2016","27535936"
1,339,"Eurotium rubrum v1.0",Eurhe1,1388766,26209327,10076,Y,Y,N,,"Kis-Papo T et al.,2014","24811710"
1,340,"Wickerhamomyces anomalus NRRL Y-366-8 v1.0",Wican1,4927,14145566,6423,Y,Y,N,,"Riley R et al.,2016","27535936"
1,341,"Ganoderma sp. 10597 SS1 v1.0",Gansp1,767862,39522573,12910,Y,Y,N,,"Binder M et al.,2013","23935031"
1,342,"Phlebia brevispora HHB-7030 SS6 v1.0",Phlbr1,747484,49963746,16170,Y,Y,N,,"Binder M et al.,2013","23935031"
1,343,"Pyrenophora teres f. teres",Pyrtt1,861557,33583335,11799,Y,Y,N,,"Ellwood SR et al.,2010","21067574"
1,344,"Dacryopinax primogenitus DJM 731 SSP1 v1.0",Dacsp1,1858805,29503487,10242,Y,Y,N,,"Floudas D et al.,2012","22745431"
1,345,"Laccaria bicolor v2.0",Lacbi2,980499,60707050,23130,Y,Y,N,,"Martin F et al.,2008","18322534"
1,346,"Leptosphaeria maculans",Lepmu1,985895,44892605,12469,Y,Y,N,,"Rouxel T et al.,2011","21326234"
1,347,"Myceliophthora thermophila (Sporotrichum thermophile) v2.0",Spoth2,573729,38744216,9110,Y,Y,N,,"Berka RM et al.,2011","21964414"
1,348,"Thielavia terrestris v2.0",Thite2,2587410,36912256,9813,Y,Y,N,,"Berka RM et al.,2011","21964414"
1,349,"Aspergillus nidulans",Aspnid1,162425,30483994,10680,Y,Y,N,,"Arnaud MB et al.,2012~Galagan JE et al.,2005","22080559 16372000"
1,350,"Aspergillus aculeatus ATCC16872 v1.1",Aspac1,690307,35424414,10845,Y,Y,N,,"de Vries RP et al.,2017","28196534"
1,351,"Fomitiporia mediterranea v1.0",Fomme1,694068,63354420,11333,Y,Y,N,,"Floudas D et al.,2012","22745431"
1,352,"Dichomitus squalens LYAD-421 SS1 v1.0",Dicsq1,732165,42748430,12290,Y,Y,N,,"Floudas D et al.,2012","22745431"
1,353,"Trametes versicolor v1.0",Trave1,717944,44794008,14296,Y,Y,N,,"Floudas D et al.,2012","22745431"
1,354,"Stereum hirsutum FP-91666 SS1 v1.0",Stehi1,721885,46511623,14072,Y,Y,N,,"Floudas D et al.,2012","22745431"
1,355,"Coniophora puteana v1.0",Conpu1,741705,42968544,13761,Y,Y,N,,"Floudas D et al.,2012","22745431"
1,356,"Punctularia strigosozonata v1.0",Punst1,741275,34171901,11538,Y,Y,N,,"Floudas D et al.,2012","22745431"
1,357,"Saccharomyces cerevisiae S288C",Sacce1,559292,12070898,6575,Y,Y,N,,"Goffeau A et al.,1996","8849441"
1,358,"Wolfiporia cocos MD-104 SS10 v1.0",Wolco1,81056,50483556,12746,Y,Y,N,,"Floudas D et al.,2012","22745431"
1,359,"Ogataea polymorpha NCYC 495 leu1.1 v2.0",Hanpo2,638633,8974850,5177,Y,Y,N,,"Riley R et al.,2016","27535936"
1,360,"Rhodotorula graminis strain WP1 v1.1",Rhoba1_1,578459,21013998,7283,Y,Y,N,,"Firrincieli A et al.,2015","26441909"
1,361,"Septoria musiva SO2202 v1.0",Sepmu1,692275,29352103,10233,Y,Y,N,,"Ohm RA et al.,2012~Dhillon B et al.,2015","23236275 25733908"
1,362,"Gloeophyllum trabeum v1.0",Glotr1_1,670483,37181821,11846,Y,Y,N,,"Floudas D et al.,2012","22745431"
1,363,"Wallemia mellicola v1.0",Walse1,671144,9815586,5284,Y,Y,N,,"Padamsee M et al.,2012","22326418"
1,364,"Dothistroma septosporum NZE10 v1.0",Dotse1,675120,30209431,12580,Y,Y,N,,"de Wit PJ et al.,2012~Ohm RA et al.,2012","23209441 23236275"
1,365,"Heterobasidion annosum v2.0",Hetan2,747525,33649967,13383,Y,Y,N,,"Olson A et al.,2012","22463738"
1,366,"Pleurotus ostreatus PC15 v2.0",PleosPC15_2,1137138,34343005,12330,Y,Y,N,,"Riley R et al.,2014~Castanera R et al.,2016~Alfaro M et al.,2016","24958869 27294409 27117896"
1,367,"Ceriporiopsis (Gelatoporia) subvermispora B",Cersu1,914234,38969816,12125,Y,Y,N,,"Fernandez-Fueyo E et al.,2012","22434909"
1,368,"Neurospora tetrasperma FGSC 2508 mat A v2.0",Neute_matA2,510952,39146357,10380,Y,Y,N,,"Ellison CE et al.,2011","21750257"
1,369,"Trichoderma virens Gv29-8 v2.0",TriviGv29_8_2,413071,39022666,12423,Y,Y,N,,"Kubicek CP et al.,2011","21501500"
1,370,"Trichoderma atroviride v2.0",Triat2,452589,36143664,11828,Y,Y,N,,"Kubicek CP et al.,2011","21501500"
1,371,"Pseudocercospora (Mycosphaerella) fijiensis v2.0",Mycfi2,1873960,74141167,13107,Y,Y,N,,"Arango Isaza RE et al.,2016","27512984"
1,372,"Agaricus bisporus var. burnettii JB137-S8",Agabi_varbur_1,597362,32614401,11289,Y,Y,N,,"Morin E et al.,2012","23045686"
1,373,"Pleurotus ostreatus PC9 v1.0",PleosPC9_1,5322,35630309,12206,Y,Y,N,,"Alfaro M et al.,2016","27117896"
1,374,"Agaricus bisporus var bisporus (H97) v2.0",Agabi_varbisH97_2,936046,30233745,10438,Y,Y,N,,"Morin E et al.,2012","23045686"
1,375,"Aspergillus carbonarius ITEM 5010 v3",Aspca3,602072,36290756,11624,Y,Y,N,,"de Vries RP et al.,2017","28196534"
1,376,"Serpula lacrymans S7.3 v2.0",SerlaS7_3_2,936435,47042600,14495,Y,Y,N,,"Eastwood DC et al.,2011","21764756"
1,377,"Neurospora tetrasperma FGSC 2509 mat a v1.0",Neute_mat_a1,510952,39126702,11192,Y,Y,N,,"Ellison CE et al.,2011","21750257"
1,378,"Cryptococcus neoformans var. grubii H99",Cryne_H99_1,235443,18874889,6967,Y,Y,N,,"Janbon G et al.,2014","24743168"
1,379,"Malassezia globosa",Malgl1,425265,8958118,4286,Y,Y,N,,"Xu J et al.,2007","18000048"
1,380,"Coprinopsis cinerea",Copci1,5346,36294355,13393,Y,Y,N,,"Stajich JE et al.,2010","20547848"
1,381,"Mucor circinelloides CBS277.49 v2.0",Mucci2,36080,36587022,11719,Y,Y,N,,"Corrochano LM et al.,2016","27238284"
1,382,"Phycomyces blakesleeanus NRRL1555 v2.0",Phybl2,4837,53939167,16528,Y,Y,N,,"Corrochano LM et al.,2016","27238284"
1,383,"Cryphonectria parasitica EP155 v2.0",Crypa2,660469,43870411,11609,Y,N,N,,,
1,384,"Tremella mesenterica Fries v1.0",Treme1,578456,28639919,8313,Y,Y,N,,"Floudas D et al.,2012","22745431"
1,385,"Neurospora discreta FGSC 8579 mat A",Neudi1,510953,37302679,9948,Y,N,N,,,
1,386,"Nectria haematococca v2.0",Necha2,660122,51286497,15707,Y,Y,N,,"Coleman JJ et al.,2009","19714214"
1,387,"Trichoderma reesei v2.0",Trire2,431241,33454791,9143,Y,Y,N,,"Martinez D et al.,2008","18454138"
1,388,"Postia placenta MAD 698-R v1.0",Pospl1,104341,90927236,9113,Y,Y,N,,"Martinez D et al.,2009","19193860"
1,389,"Pycnoporus cinnabarinus BRFM 137",Pycci1,5643,33670027,10442,Y,Y,N,,"Levasseur A et al.,2014","24942338"
1,390,"Puccinia striiformis f. sp. tritici PST-78 v1.0",Pucst_PST78_1,1165861,117311690,20482,Y,Y,N,,"Cuomo CA et al.,2017","27913634"
1,391,"Tuber aestivum var. urcinatum v1.0",Tubae1,59557,144718305,9344,Y,Y,N,,"Murat C et al.,2018","30420746"
1,392,"Phlebia centrifuga FBCC195 ",Phlcen1,98765,34848156,13785,Y,Y,N,,"Makela MR et al.,2018","29622620"
1,393,"Aspergillus ochraceoroseus SRRC1432",Aspoch1432_1,138278,24273657,7829,Y,Y,N,,"Moore GG et al.,2015","26637470"
1,394,"Rhizopus delemar 99-880 from Broad",Rhior3,246409,46087117,17467,Y,Y,N,,"Ma LJ et al.,2009","19578406"
1,395,"Botrytis cinerea v1.0",Botci1,40559,42663021,16447,Y,Y,N,,"Staats M et al.,2012~Amselem J et al.,2011","23104368 21876677"
1,396,"Penicillium expansum d1",Penexp1,27334,32065046,11023,Y,Y,N,,"Ballester AR et al.,2015","25338147"
1,397,"Aspergillus rambellii SRRC1468",Aspram1,308745,26435630,7761,Y,Y,N,,"Moore GG et al.,2015","26637470"
1,398,"Tuber magnatum v1.0",Tubma1,42249,192781443,9433,Y,Y,N,,"Murat C et al.,2018","30420746"
1,399,"Rhodosporidium toruloides IFO1236_1",Rhoto_IFO1236_1,5286,20452897,7479,Y,Y,N,,"Zhang S et al.,2016","26479039"
1,400,"Hesseltinella vesiculosa NRRL3301 v2.0",Hesve2finisherSC,101127,27224236,11141,Y,Y,N,,"Mondo SJ et al.,2017","28481340"
1,401,"Metschnikowia fructicola 277",Metfru2,178747,24482224,7362,Y,Y,N,,"Hershkovitz V et al.,2013","23496978"
1,402,"Trametes pubescens FBCC735",Trapub1,154538,39759818,14451,Y,Y,N,,"Granchi Z et al.,2017","28232439"
1,403,"Acremonium chrysogenum ATCC 11550",Acrchr1,857340,28563214,8899,Y,Y,N,,"Terfehr D et al.,2014","25291769"
1,404,"Ophiostoma piceae UAMH 11346",Ophpic1,1262450,32840360,8884,Y,Y,N,,"Haridas S et al.,2013","23725015"
1,405,"Trichoderma hamatum GD12",Triham1,49224,38431721,10520,Y,Y,N,,"Studholme DJ et al.,2013","23908658"
1,406,"Gaeumannomyces graminis var. tritici R3-111a-1",Gaegr1,644352,43618147,14655,Y,Y,N,,"Okagaki LH et al.,2015","26416668"
