"","species","genect","genelen_mean","genelen_sd","intronlen_mean","intronlen_sd","intronct_mean","intronct_sd","exonlen_mean","exonlen_sd","genome_size","contig_count"
"Varmin1","Varmin1",10962,"1282.421","973.591","70.148","83.377","4.825","4.258","220.171","265.992",36812209,1435
"Velabi1","Velabi1",13653,"1509.541","980.869","69.243","60.351","5.412","4.901","235.422","292.027",43349316,124
"Venin1","Venin1",13233,"1326.311","1072.123","91.694","117.955","1.808","1.746","472.400","616.923",55126144,1012
"Venpi1","Venpi1",11890,"1374.662","1079.945","88.594","101.577","1.693","1.716","510.550","636.607",40933314,364
"Verga1","Verga1",11357,"2032.898","1189.213","86.372","102.413","1.824","1.654","719.846","787.363",31780469,367
"Veren1","Veren1",13748,"1499.654","1136.354","89.498","203.208","1.837","1.803","528.525","648.571",61207694,611
"Veral1","Veral1",10221,"1357.357","981.135","122.283","136.648","1.820","1.679","481.336","553.142",32833495,26
"Verdah1","Verdah1",12343,"1641.694","1084.452","91.735","100.438","1.705","1.752","606.962","704.722",40173071,186
"Verda1","Verda1",10535,"1495.433","1064.212","100.046","101.628","1.818","1.732","530.719","661.795",33828453,52
"Ustsp1","Ustsp1",8060,"1638.654","1336.000","161.637","119.408","1.863","2.020","572.375","789.933",27323055,1406
"Volvo1","Volvo1",11084,"1571.379","1233.608","84.677","125.730","5.862","5.758","229.004","320.986",35720033,62
"Vuico1","Vuico1",22331,"1363.569","949.522","68.493","83.901","4.454","4.418","250.019","303.766",61630272,125
"Vuicom1","Vuicom1",21775,"1369.666","951.283","67.234","78.664","4.497","4.450","249.169","301.195",59292727,169
"Walic1","Walic1",4863,"1451.764","1147.814","61.066","125.586","2.419","2.405","424.632","523.891",9655632,82
"Walse1","Walse1",5284,"1652.013","1207.151","52.602","104.878","3.033","2.675","409.593","507.117",9815586,56
"Wesor1","Wesor1",10410,"1624.337","1130.674","79.588","114.222","1.776","1.752","585.240","687.264",26979746,94
"Wicdo1","Wicdo1",4743,"1398.943","950.845","169.630","228.603","0.088","0.335","1285.391","937.363",8431421,28
"Wican1","Wican1",6423,"1359.286","945.336","135.281","389.986","0.424","0.747","954.383","918.675",14145566,46
"Wilmi1","Wilmi1",13091,"1350.824","1033.505","93.253","519.358","2.236","2.332","417.411","476.084",117288895,1604
"Wolco1","Wolco1",12746,"1529.358","1133.592","95.288","634.890","5.308","5.097","242.441","302.442",50483556,348
"Xanpa2","Xanpa2",11065,"1302.712","1064.850","81.509","91.412","1.876","1.943","452.944","599.300",31900637,39
"Xenvag1","Xenvag1",20933,"1320.216","899.734","74.357","77.621","4.107","4.069","258.487","308.715",64171080,1275
"Xerba1","Xerba1",14726,"1320.296","1045.442","64.920","68.620","4.468","4.500","241.452","295.542",38390415,1390
"Xylcub1","Xylcub1",12391,"1718.542","1130.064","88.751","91.448","2.127","2.156","549.548","656.374",41613484,198
"Xylhyp1","Xylhyp1",13084,"1586.493","1112.716","94.821","101.898","1.995","2.102","529.789","638.231",42850079,990
"Plecto1","Plecto1",12024,"1696.968","1102.567","85.277","97.092","1.883","1.923","588.666","699.190",39995810,37
"XylPMI506","XylPMI506",17035,"1576.040","1111.538","92.751","89.281","1.800","1.936","562.871","694.472",51304718,26
"Xylhe1","Xylhe1",8205,"1735.243","1173.045","91.188","129.206","2.412","2.268","508.543","620.223",24337763,27
"Yarli1","Yarli1",6446,"1463.486","1096.669","274.604","236.848","0.166","0.431","1254.806","1099.902",20502981,6
"Yarlip1","Yarlip1",6858,"1527.043","1024.158","269.912","279.145","0.302","0.716","1172.859","1032.631",20076540,38
"YarliYB392","YarliYB392",6750,"1589.920","1022.732","246.350","279.354","0.311","0.829","1212.377","1039.236",20178742,352
"YarliYB419","YarliYB419",6751,"1587.651","1025.078","250.113","276.705","0.312","0.777","1210.142","1041.984",20144947,355
"YarliYB420","YarliYB420",6772,"1588.170","1023.655","252.673","280.136","0.304","0.723","1217.603","1042.248",20196166,355
"YarliYB566","YarliYB566",6764,"1590.585","1023.370","249.607","283.364","0.314","0.799","1210.205","1040.838",20271681,264
"YarliYB567","YarliYB567",6776,"1587.154","1018.690","247.768","280.891","0.314","0.802","1208.241","1038.799",20268095,255
"Zancul2","Zancul2",8067,"1164.454","1051.680","207.212","348.440","0.772","1.142","657.312","841.309",28637897,1953
"Zasce1","Zasce1",16015,"1349.279","974.426","84.250","164.860","1.504","1.721","538.857","691.623",38247703,267
"Zoorad1","Zoorad1",14479,"1242.751","942.964","101.781","159.256","2.379","3.402","367.813","505.386",655199646,8662
"Zoprh1","Zoprh1",21730,"1287.805","1065.105","101.803","336.487","1.765","1.989","465.725","564.347",152781427,864
"Zycmex1","Zycmex1",14003,"1320.647","1036.078","105.579","86.897","3.539","3.612","290.945","356.437",50638590,357
"Zyghe1_2","Zyghe1_2",5430,"1362.821","956.601","126.398","161.858","0.449","0.791","940.294","917.317",12166546,11
"Zygro1","Zygro1",4991,"1491.146","1107.143","128.729","169.336","0.033","0.184","1443.147","1118.726",9764635,7
"Zymar1","Zymar1",10788,"1445.826","1095.112","97.807","202.610","1.431","1.669","594.623","793.984",31546591,868
"Zymbr1","Zymbr1",10566,"1462.862","1110.260","93.112","185.311","1.402","1.675","609.079","806.275",31914300,6070
"Zymps1","Zymps1",11044,"1463.998","1093.272","92.644","187.671","1.418","1.692","605.580","790.950",32658572,1164
